CODE;GROUP_CODE;NAME
3260;Transportation;3260 SPIRIT AIRLINES
3385;Vehicle Rental;3385 Tropical Rent-A-Car
3420;Vehicle Rental;3420 ANSA International
3432;Vehicle Rental;3432 Reserve Rent-A-Car
3437;Vehicle Rental;3437 Cite Rent-A-Car
3390;Vehicle Rental;3390 Dollar Rent A Car
7221;Retail Purchase;7221 Photographic Studios, Portr
7333;Retail Purchase;7333 Commercial Photography,art
7629;Retail Purchase;7629 Electrical & Small Appl.rep
7933;Retail Purchase;7933 Bowling Alleys
4225;Retail Purchase;4225 Public Warehousing
5992;Retail Purchase;5992 Florists
8011;Retail Purchase;8011 Doctors (Not Elsewhere Clas
8043;Retail Purchase;8043 Opticians, Optical Goods, E
8641;Retail Purchase;8641 Civic,social & Fraternal As
8651;Retail Purchase;8651 Political Organizations
8661;Retail Purchase;8661 Religious Organizations
5978;Retail Purchase;5978 Typewriter Stores - Sales
5309;Retail Purchase;5309 Duty Free Stores
5521;Retail Purchase;5521 Automobile & Truck Dealers
5592;Retail Purchase;5592 Motor Home Dealers
5712;Retail Purchase;5712 Furniture,home Furnishings
5714;Retail Purchase;5714 Drapery & Upholstery Stores
5735;Retail Purchase;5735 Record Shops
5937;Retail Purchase;5937 Antique Reproduction Stores
780;Retail Purchase;0780 Landscape And Horticultural
4121;Retail Purchase;4121 Taxicabs/limousines
6022;Retail Purchase;6022 Finan. Inst.(RCL Internal)
6026;Retail Purchase;6026 Nat. Banks Non Federal (INT
7012;Retail Purchase;7012 Timeshares
7216;Retail Purchase;7216 Dry Cleaners
4723;Retail Purchase;4723 Package Tour Op
3541;Hotel/Motel (Lodging);3541 Hotel Okura
3658;Hotel/Motel (Lodging);3658 New Otani Hotels
3621;Hotel/Motel (Lodging);3621 Extended Stay
3627;Hotel/Motel (Lodging);3627 Extended Stay America
3503;Hotel/Motel (Lodging);3503 Sheraton Hotels
3736;Hotel/Motel (Lodging);3736 Colorado Belle Edgewater Re
3742;Hotel/Motel (Lodging);3742 Club Med
3743;Hotel/Motel (Lodging);3743 Biltmore Hotel And Suites
3746;Hotel/Motel (Lodging);3746 Eliot Hotels
3747;Hotel/Motel (Lodging);3747 Club Corporate/Club Resorts
3753;Hotel/Motel (Lodging);3753 Greenbriar Resorts
3756;Hotel/Motel (Lodging);3756 South Seas Resorts
3757;Hotel/Motel (Lodging);3757 Canyon Ranch
3619;Hotel/Motel (Lodging);3619 ALOFT
3834;Hotel/Motel (Lodging);3834 Baymont Inn and Suites
3777;Hotel/Motel (Lodging);3777 Mandalay Bay Resort
3778;Hotel/Motel (Lodging);3778 Four Points Hotels
3783;Hotel/Motel (Lodging);3783 Town And Country Resort
3794;Hotel/Motel (Lodging);3794 Grand Casino Hotels
3579;Hotel/Motel (Lodging);3579 Hotel Mercure
3592;Hotel/Motel (Lodging);3592 Omni International
3629;Hotel/Motel (Lodging);3629 Dan Hotels
3635;Hotel/Motel (Lodging);3635 Reso Hotels
3641;Hotel/Motel (Lodging);3641 Sofitel Hotels
3651;Hotel/Motel (Lodging);3651 Imperial London Hotels
3661;Hotel/Motel (Lodging);3661 Metropole Hotels
3681;Hotel/Motel (Lodging);3681 Adams Mark Hotels
3699;Hotel/Motel (Lodging);3699 Midway Motor Lodge
3706;Hotel/Motel (Lodging);3706 Shilo Inn
3714;Hotel/Motel (Lodging);3714 Four Seasons(australia) Hot
3719;Hotel/Motel (Lodging);3719 Protea Hotels
3726;Hotel/Motel (Lodging);3726 Rio Suites
3730;Hotel/Motel (Lodging);3730 MGM Grand Hotel
3569;Hotel/Motel (Lodging);3569 TRIBECA GRAND HOTEL
3576;Hotel/Motel (Lodging);3576 LA QUINTA RESORT
7011;Hotel/Motel (Lodging);7011 Hotels,Motels,Resorts-Lodgi
3812;Hotel/Motel (Lodging);3812 HYATT PLACE
5046;Mail/Telephone/Preauth order;5046 Commercial Equipment N-Else
5122;Mail/Telephone/Preauth order;5122 Drugs/Drug Propriat/Sundrie
5968;Mail/Telephone/Preauth order;5968 Direct Marketing-Continuity
3040;Transportation;3040 Gulf Air (Bahrain)
3048;Transportation;3048 Royal Air Maroc
3051;Transportation;3051 Austrian Airlines
3052;Transportation;3052 LAN AIR
3053;Transportation;3053 AVIACO (Spain)
3082;Transportation;3082 Korean Airlines
3083;Transportation;3083 Airafrique
3097;Transportation;3097 Spanair
3118;Transportation;3118 Valley Airlines
3133;Transportation;3133 Sunbelt Airlines
3151;Transportation;3151 Air Zaire  Airzaire
3161;Transportation;3161 All Nippon Airways   Anaair
3171;Transportation;3171 Canadian Airlines Canadian
3182;Transportation;3182 LOT (Poland)
3217;Transportation;3217 CSA
3228;Transportation;3228 Cayman Airways
3231;Transportation;3231 Sahsa
3239;Transportation;3239 Bar Harbor Airlines
3241;Transportation;3241 Aviateca (Guatemala)
3282;Transportation;3282 Air Djibouti
3299;Transportation;3299 Wideroe's Flyveselskap
3004;Transportation;3004 Trans World Airlines
3012;Transportation;3012 Qantas
4112;Transportation;4112 Passenger RailwaysX
3213;Transportation;3213 BRAATHENS REGIONAL AIRLINES
3386;Vehicle Rental;3386 Showcase Rental Cars
3398;Vehicle Rental;3398 Econo Car Rent-A-Car
3414;Vehicle Rental;3414 Godfrey National Rent-A-Car
3431;Vehicle Rental;3431 Replacement Rent-A-Car
3374;Vehicle Rental;3374 Accent Rent-A-Car
3300;Vehicle Rental;3300 AZUL AIR
6530;Unique;(Obsolete) 6530 Remote Stored Value Load
6534;Unique;(Obsolete) 6534 Money Transfer, Fin Inst
5813;Restaurant;5813 Drinking Places - Bars,Tave
7273;Retail Purchase;7273 Dating & Escort Services
7296;Retail Purchase;7296 Clothing Rental - Costumes
7311;Retail Purchase;7311 Advertising Services
7338;Retail Purchase;7338 Quick-copy & Reproduction
7399;Retail Purchase;7399 Business Services
7623;Retail Purchase;7623 Air Conditioning & Refriger
7631;Retail Purchase;7631 Watch, Clock & Jewelry Repa
7832;Retail Purchase;7832 Motion Picture Theaters
7922;Retail Purchase;7922 Theatrical Producers
4899;Retail Purchase;4899 Cable Services
5072;Retail Purchase;5072 Hardware Equipment/Supplies
8021;Retail Purchase;8021 Dentists,orthodontists
8050;Retail Purchase;8050 Nursing And Personal Care F
8299;Retail Purchase;8299 Schools & Educational Servi
9311;Retail Purchase;9311 TAX PAYMENTS
9751;Retail Purchase;(Obsolete) 9751 UK Supermarkets Elec Hot Fi
7992;Retail Purchase;7992 Golf Courses - Public Video
5399;Retail Purchase;5399 Miscellaneous General Merch
5699;Retail Purchase;5699 Miscellaneous Apparel & Acc
5722;Retail Purchase;5722 Household Appliance Stores
1761;Retail Purchase;1761 Roofing And Siding,Sheet Me
1771;Retail Purchase;1771 Concrete Work Contractors
6513;Retail Purchase;6513 REAL ESTATE AGENTS AND MANAGERS-RENTALS
6536;Payment Services;6536 MasterCard MoneySend Intracountry
3501;Hotel/Motel (Lodging);3501 Holiday Inns
3509;Hotel/Motel (Lodging);3509 Marriott
3518;Hotel/Motel (Lodging);3518 Sol Hotels
3534;Hotel/Motel (Lodging);3534 Southern Pacific
3543;Hotel/Motel (Lodging);3543 Four Seasons
3549;Hotel/Motel (Lodging);3549 Auberge Des Gouverneusses
3552;Hotel/Motel (Lodging);3552 Coast Hotel
3652;Hotel/Motel (Lodging);3652 embassy hotels
3546;Hotel/Motel (Lodging);3546 HOTEL SIERRA
3832;Hotel/Motel (Lodging);3832 CURIO HOTELS
3748;Hotel/Motel (Lodging);3748 Wellesley Inss
3751;Hotel/Motel (Lodging);3751 Homewood Suites
3754;Hotel/Motel (Lodging);3754 Amelia Island Plantation
3555;Hotel/Motel (Lodging);3555 Treasure Island Hotel Casin
3564;Hotel/Motel (Lodging);3564 Sam's Town Hotel And Casino
3764;Hotel/Motel (Lodging);3764 Beau Rivage Hotel And Casin
3770;Hotel/Motel (Lodging);3770 SpringHill Suites
3775;Hotel/Motel (Lodging);3775 Ocean Dunes Resort And Vill
3780;Hotel/Motel (Lodging);3780 Disneyland Hotels
3782;Hotel/Motel (Lodging);3782 Rosen Hotels & Resorts
3572;Hotel/Motel (Lodging);3572 Miyako Hotel/Kintetsu
3575;Hotel/Motel (Lodging);3575 Vagabond Hotels
3577;Hotel/Motel (Lodging);3577 Mandarin Int`l
3612;Hotel/Motel (Lodging);3612 Movenpick Hotels
3636;Hotel/Motel (Lodging);3636 Sarova Hotels
3643;Hotel/Motel (Lodging);3643 Steinberger Hotels
3656;Hotel/Motel (Lodging);3656 Sara Hotels
3664;Hotel/Motel (Lodging);3664 Flag Inns
3674;Hotel/Motel (Lodging);3674 Rantasipi Hotels
3680;Hotel/Motel (Lodging);3680 Hoteis Othan
3690;Hotel/Motel (Lodging);3690 Courtyard Inns
3696;Hotel/Motel (Lodging);3696 Excel Inn
3711;Hotel/Motel (Lodging);3711 Flag Inns (australia)
3724;Hotel/Motel (Lodging);3724 Inter Nor Hotels
3727;Hotel/Motel (Lodging);3727 Broadmoor Hotel
3731;Hotel/Motel (Lodging);3731 Harrah's Hotels And Casinos
3732;Hotel/Motel (Lodging);3732 Opryland Hotel
3597;Hotel/Motel (Lodging);3597 RIVERSIDE RESORT HOTEL
3829;Hotel/Motel (Lodging);3829 Country Inn By Carlson
3831;Hotel/Motel (Lodging);3831 Waldorf
3608;Hotel/Motel (Lodging);3608 GAYLORD OPRYLAND
3609;Hotel/Motel (Lodging);3609 GAYLORD PALMS
5085;Mail/Telephone/Preauth order;5085 Industrial Supplies N-Else
5094;Mail/Telephone/Preauth order;5094 Precious Stones/Metals/Jewe
3041;Transportation;3041 Balkan - Bulgarian Airlines
3042;Transportation;3042 Finnair
3056;Transportation;3056 JET AIR
3061;Transportation;3061 Continental
3076;Transportation;3076 Aeromexico
3078;Transportation;3078 China Airlines
3085;Transportation;3085 Midwest Express Airlines
3094;Transportation;3094 Zambia Airways
3102;Transportation;3102 Iberia
3110;Transportation;3110 Wings Airways
3117;Transportation;3117 Viasa
3137;Transportation;3137 Singleton
3165;Transportation;3165 New York Helicopter
3185;Transportation;3185 LAV (Venezuela)
3216;Transportation;3216 Cumberland Airlines
3220;Transportation;3220 Compania Faucett
3238;Transportation;3238 Bemidji Aviation
3030;Transportation;3030 Aerolineas Argentinas
3031;Transportation;3031 Olympic Airways
3038;Transportation;3038 Kuwait Airways
3256;Transportation;3256 Alaska Airlines
3259;Transportation;3259 American Trans Air
3002;Transportation;3002 Pan American
3008;Transportation;3008 Lufthansa
3009;Transportation;3009 Air Canada
3010;Transportation;3010 KLM
3079;Transportation;3079 JETSTAR Airlines
3068;Transportation;3068 AIRASTANA
3069;Transportation;3069 Sun Coutry Airlines - SUNCNTRY
7512;Vehicle Rental;7512 Automobile Rental & Leasing
3354;Vehicle Rental;3354 Action Auto Rental
3366;Vehicle Rental;3366 Budget Rent-A-Car
3409;Vehicle Rental;3409 General Rent-A-Car
3425;Vehicle Rental;3425 Automate Rent-A-Car
3430;Vehicle Rental;3430 Major Rent-A-Car
3433;Vehicle Rental;3433 Ugly Duckling Rent-A-Car
3438;Vehicle Rental;3438 Interent Rent-A-Car
3439;Vehicle Rental;3439 Milleville Rent-A-Car
3388;Vehicle Rental;3388 Merchants Rent-A-Car
7511;Unique;(Obsolete) 7511 Truck Stop Transactions
7802;Unique;7802 Government Licensed Horse/Dog Racing
8220;Hospitalization/School Expense;8220 Colleges,Universities
7277;Retail Purchase;7277 Counseling Service - Debt
7395;Retail Purchase;7395 Photofinishing Laboratories
7542;Retail Purchase;7542 Car Washes
7641;Retail Purchase;7641 Reupholstery & Furnit. Repa
4784;Retail Purchase;4784 Tolls,road And Bridge Fees
4821;Retail Purchase;4821 Telegraph Servoces Wire Tra
4900;Retail Purchase;4900 Utilities-electric,gas,water
7996;Retail Purchase;7996 Amusement Parks,circuses
8041;Retail Purchase;8041 Chiropractors
8211;Retail Purchase;8211 Elementary & Secondary Scho
8249;Retail Purchase;8249 Vocational & Trade Schools
9223;Retail Purchase;9223 Bail & Bond Payments
9399;Retail Purchase;9399 Government Services
9752;Retail Purchase;(Obsolete) 9752 UK Petrol Stns. Elec Hot Fi
5975;Retail Purchase;5975 Hearing Aid Sales,service
5977;Retail Purchase;5977 Cosmetic Stores
5994;Retail Purchase;5994 News Dealers And Newsstands
5200;Retail Purchase;5200 Home Supply,Warehouse Store
5211;Retail Purchase;5211 Lumber And Building Materia
5300;Retail Purchase;5300 Wholesale Clubs
5542;Retail Purchase;5542 Automated Fuel Dispenser
5931;Retail Purchase;5931 Used Merchandise Stores
5942;Retail Purchase;5942 Book Stores
4215;Retail Purchase;4215 Courier Services-air Or Gro
1520;Retail Purchase;1520 Gen Cont Residential Buildi
2842;Retail Purchase;2842 Special Clean/Polish/Sanit
9406;Retail Purchase;9406 Government-Owned Lotteries (Non-U.S.region)
5262;Retail Purchase;5262 Online Marketplace
5998;Retail Purchase;5998 Tent & Awning Shops
6012;Retail Purchase;6012 Member Financial Institutio
6211;Retail Purchase;6211 Security Brokers/dealers In
7210;Retail Purchase;7210 Laundry,cleaning & Garment 
3535;Hotel/Motel (Lodging);3535 Hilton Int'l
3558;Hotel/Motel (Lodging);3558 Jolly Hotels
3565;Hotel/Motel (Lodging);3565 Relax Inns
3815;Hotel/Motel (Lodging);3815 NICKELODEON SUITES
3602;Hotel/Motel (Lodging);3602 HUDSON HOTEL
3630;Hotel/Motel (Lodging);3630 Extended Stay Deluxe
3811;Hotel/Motel (Lodging);3811 PREMIER INN
3604;Hotel/Motel (Lodging);3604 HILTON GARDEN INN
3802;Hotel/Motel (Lodging);3802 THE PALACE HOTEL
3750;Hotel/Motel (Lodging);3750 Crowne Plaza Hotels
3539;Hotel/Motel (Lodging);3539 Summerfield Suites Hotel
3561;Hotel/Motel (Lodging);3561 Golden Nugget
3667;Hotel/Motel (Lodging);3667 Luxor Hotel And Casino
3679;Hotel/Motel (Lodging);3679 Silver Legacy Hotel Casino
3712;Hotel/Motel (Lodging);3712 Buffalo Bill's Hotel Casino
3762;Hotel/Motel (Lodging);3762 Whiskey Pete's Hotel Casino
3613;Hotel/Motel (Lodging);3613 MICROTEL INNS & SUITES
3820;Hotel/Motel (Lodging);3820 JUMEIRAH ESSEX HOUSE
3808;Hotel/Motel (Lodging);3808 LXR
3795;Hotel/Motel (Lodging);3795 Paris Las Vegas Hotel
3531;Hotel/Motel (Lodging);3531 KAUAI COCONUT BEACH RESORT
3532;Hotel/Motel (Lodging);3532 ROYAL KONA RESORT
3568;Hotel/Motel (Lodging);3568 Ladbroke Hotels
3584;Hotel/Motel (Lodging);3584 Princess Hotels Int'l
3585;Hotel/Motel (Lodging);3585 Hungar Hotels
3593;Hotel/Motel (Lodging);3593 Cunard Hotels
3598;Hotel/Motel (Lodging);3598 Regent Hotels
3603;Hotel/Motel (Lodging);3603 Noah's Hotel (Melbn)
3637;Hotel/Motel (Lodging);3637 Ramada Inns
3666;Hotel/Motel (Lodging);3666 Stakis Hotels
3670;Hotel/Motel (Lodging);3670 Arcade Hotels
3683;Hotel/Motel (Lodging);3683 Bradbury Hotels
3700;Hotel/Motel (Lodging);3700 Motel 6
3702;Hotel/Motel (Lodging);3702 The Registry Hotels
3709;Hotel/Motel (Lodging);3709 Super 8 Motels
3717;Hotel/Motel (Lodging);3717 City Lodge Hotels
3721;Hotel/Motel (Lodging);3721 Conrad Hotels
3725;Hotel/Motel (Lodging);3725 Seapines Plantation
3728;Hotel/Motel (Lodging);3728 Bally's Hotel And Casino
3567;Hotel/Motel (Lodging);3567 SOHO GRAND HOTEL
3557;Hotel/Motel (Lodging);3557 MANHATTAN EAST SUITE HOTEL
3830;Hotel/Motel (Lodging);3830 Park Plaza Hotel
5051;Mail/Telephone/Preauth order;5051 Metal Service Centres/Offic
5965;Mail/Telephone/Preauth order;5965 Direct Marketing-Combinatio
2791;Mail/Telephone/Preauth order;2791 Typesetting/Plate Related
3049;Transportation;3049 Tunis Air
3050;Transportation;3050 Icelandair
3064;Transportation;3064 Adria Airways
3065;Transportation;3065 Air Inter
3077;Transportation;3077 Thai Airways
3086;Transportation;3086 Carnivalair
3089;Transportation;3089 Transaero
3095;Transportation;3095 Wardair (canada)
3100;Transportation;3100 Malaysian Air Sys.
3138;Transportation;3138 Simmons Airlines
3146;Transportation;3146 Luxair
3154;Transportation;3154 Princeville
3191;Transportation;3191 Island Airlines
3243;Transportation;3243 Austrian Air Service
4789;Transportation;4789 Transportation Services
3028;Transportation;3028 Air Malta
3035;Transportation;3035 TAP (Portugal)
3261;Transportation;3261 Air China
3267;Transportation;3267 Air Panama
3284;Transportation;3284 Aero Virgin Islands
3285;Transportation;3285 AeroPeru
3011;Transportation;3011 Aeroflot
3296;Transportation;3296 AIR BERLIN
3148;Transportation;3148 Air Littoral, S.A.(LITTORAL
3236;Transportation;3236 AIR ARABIA AIRLINE
7513;Vehicle Rental;7513 Truck & Utility Trailer Ren
3370;Vehicle Rental;3370 Rent A Wreck
3391;Vehicle Rental;3391 Europe By Car
3395;Vehicle Rental;3395 Thrifty Rent-A-Car
3421;Vehicle Rental;3421 Allstat Rent-A-Car
3429;Vehicle Rental;3429 Insurance Rent-A-Car
7217;Retail Purchase;7217 Carpet And Upholstery Clean
7276;Retail Purchase;7276 Tax Preparation Service
7342;Retail Purchase;7342 Disinfecting & Exterminatin
7349;Retail Purchase;7349 Cleaning & Maintenance
7841;Retail Purchase;7841 DVD/VIDEO TAPE RENTAL STORE
7911;Retail Purchase;7911 Dance Halls, Studios
7991;Retail Purchase;7991 Tourist Attr. And Exhibitio
4468;Retail Purchase;4468 Marinas,marine Service/supp
4814;Retail Purchase;4814 Telecommunication Service
5661;Retail Purchase;5661 Shoe stores
5311;Retail Purchase;5311 Department stores
8071;Retail Purchase;8071 Medical & Dental Laboratori
8675;Retail Purchase;8675 Automobile Associations
8931;Retail Purchase;8931 Accounting,auditing Service
5949;Retail Purchase;5949 Sewing,needlework,fabric
5973;Retail Purchase;5973 Religious Goods Stores
5231;Retail Purchase;5231 Glass,paint,wallpaper Store
5331;Retail Purchase;5331 Variety Stores
5411;Retail Purchase;5411 Grocery Stores,supermarkets
5531;Retail Purchase;5531 Auto & Home Supply Stores
5561;Retail Purchase;5561 Recreational And Utility
5598;Retail Purchase;5598 Snowmobile Dealers
5621;Retail Purchase;5621 Women's Ready-to-wear Store
5631;Retail Purchase;5631 Women's Accessory And Speci
5681;Retail Purchase;5681 Furriers And Fur Shops
763;Retail Purchase;0763 Agricultural Cooperatives
1711;Retail Purchase;1711 Heating,Plumbing,Air Condit
1750;Retail Purchase;1750 Carpentry Contractors
5997;Retail Purchase;5997 Electric Razor Stores
6023;Retail Purchase;6023 State Banks (RCL Internal)
6300;Retail Purchase;6300 Insurrance Sales And Underw
